fidx,alpha,embedding,kernel_index,kernel_id,dilation,threshold,triplet_str,kernel_str
738,-0.000914447,0.27490655,81,K81,8,-0.034250725,5|6|8,"[-1,-1,-1,-1,-1,2,2,-1,2]"
739,0.00113513,0.6960942,61,K61,96,-0.109820606,2|6|7,"[-1,-1,2,-1,-1,-1,2,2,-1]"
740,-0.00261775,4.13E-05,27,K27,192,-0.021155252,0|7|8,"[2,-1,-1,-1,-1,-1,-1,2,2]"
741,-0.001528871,0.3609512,62,K62,48,0.248120294,2|6|8,"[-1,-1,2,-1,-1,-1,2,-1,2]"
742,0.003452887,0.8273649,16,K16,16,-0.328598743,0|3|7,"[2,-1,-1,2,-1,-1,-1,2,-1]"
743,-4.78E-06,0.16089459,34,K34,8,-0.155473519,1|3|4,"[-1,2,-1,2,2,-1,-1,-1,-1]"
744,0.000522357,0.5835192,32,K32,128,0.065671912,1|2|7,"[-1,2,2,-1,-1,-1,-1,2,-1]"
745,-0.001560519,1,0,K00,4,-0.350458927,0|1|2,"[2,2,2,-1,-1,-1,-1,-1,-1]"
746,0.000117829,0.2766723,51,K51,16,0.166328448,2|3|6,"[-1,-1,2,2,-1,-1,2,-1,-1]"
747,0.004186647,0.77123386,72,K72,2,0.34848573,3|6|8,"[-1,-1,-1,2,-1,-1,2,-1,2]"
748,0.001479044,0.094415486,31,K31,1,0.050261915,1|2|6,"[-1,2,2,-1,-1,-1,2,-1,-1]"
749,-4.76E-05,0.4782665,17,K17,32,0.22317617,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
750,0.000815676,0.609904,27,K27,256,-0.054857025,0|7|8,"[2,-1,-1,-1,-1,-1,-1,2,2]"
751,-0.001583201,0.22606364,59,K59,192,0.035904303,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
752,0.001033982,0.60372686,34,K34,4,0.1011655,1|3|4,"[-1,2,-1,2,2,-1,-1,-1,-1]"
753,0.003226978,0.020170804,72,K72,8,0.027150005,3|6|8,"[-1,-1,-1,2,-1,-1,2,-1,2]"
754,-0.00135441,0.3222317,21,K21,48,0.334391796,0|4|8,"[2,-1,-1,-1,2,-1,-1,-1,2]"
755,0.002199104,0.8813905,31,K31,1,-0.071506688,1|2|6,"[-1,2,2,-1,-1,-1,2,-1,-1]"
756,0.003699805,0.2625011,2,K02,1,0.260280904,0|1|4,"[2,2,-1,-1,2,-1,-1,-1,-1]"
757,1.70E-05,0.5212201,10,K10,96,-0.062826776,0|2|6,"[2,-1,2,-1,-1,-1,2,-1,-1]"
758,0.003781946,0.99856436,43,K43,64,0.42519513,1|5|6,"[-1,2,-1,-1,-1,2,2,-1,-1]"
759,-0.000156166,0.41697502,33,K33,48,0.377801742,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
760,0.00414023,0.95990175,45,K45,128,0.129742322,1|5|8,"[-1,2,-1,-1,-1,2,-1,-1,2]"
761,0.00554314,0.034821246,14,K14,16,-0.29238585,0|3|5,"[2,-1,-1,2,-1,2,-1,-1,-1]"
762,0.000882585,0.3878557,26,K26,48,-0.173813016,0|6|8,"[2,-1,-1,-1,-1,-1,2,-1,2]"
763,0.001513865,0.81669366,16,K16,256,-0.611159306,0|3|7,"[2,-1,-1,2,-1,-1,-1,2,-1]"
764,0.005902188,0.034426495,31,K31,48,0.232859074,1|2|6,"[-1,2,2,-1,-1,-1,2,-1,-1]"
765,-0.000238007,0.6159894,78,K78,128,-0.087601993,4|6|8,"[-1,-1,-1,-1,2,-1,2,-1,2]"
766,0.002090722,0.8043154,13,K13,64,-0.157810634,0|3|4,"[2,-1,-1,2,2,-1,-1,-1,-1]"
767,0.000301336,0.46253377,71,K71,64,0.027929084,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
768,0.000783279,0.7257935,73,K73,16,-0.331530412,3|7|8,"[-1,-1,-1,2,-1,-1,-1,2,2]"
769,-0.000430204,0.30442053,17,K17,96,-0.096798266,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
770,5.71E-05,0.49389568,3,K03,4,0.061845785,0|1|5,"[2,2,-1,-1,-1,2,-1,-1,-1]"
771,0.001398541,0.8075086,43,K43,48,0.254672372,1|5|6,"[-1,2,-1,-1,-1,2,2,-1,-1]"
772,-0.000167854,0.29627135,52,K52,256,0.564944733,2|3|7,"[-1,-1,2,2,-1,-1,-1,2,-1]"
773,-0.000289229,0.5786612,40,K40,16,-0.175487209,1|4|6,"[-1,2,-1,-1,2,-1,2,-1,-1]"
774,-0.00031693,0.34826759,55,K55,8,0.247491344,2|4|6,"[-1,-1,2,-1,2,-1,2,-1,-1]"
775,-0.000473832,0.35968933,3,K03,1,-0.127325814,0|1|5,"[2,2,-1,-1,-1,2,-1,-1,-1]"
776,0.00172739,0.8296547,39,K39,192,-0.231329694,1|4|5,"[-1,2,-1,-1,2,2,-1,-1,-1]"
777,0.008125243,0.025270674,82,K82,8,0.110371977,5|7|8,"[-1,-1,-1,-1,-1,2,-1,2,2]"
778,3.23E-05,0.5190874,39,K39,192,0.007366204,1|4|5,"[-1,2,-1,-1,2,2,-1,-1,-1]"
779,0.001513767,0.8620631,13,K13,48,-0.349945801,0|3|4,"[2,-1,-1,2,2,-1,-1,-1,-1]"
780,0.001172207,0.1732885,3,K03,192,0.011748957,0|1|5,"[2,2,-1,-1,-1,2,-1,-1,-1]"
781,-0.000394773,0.57481134,4,K04,32,0.503650744,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
782,0.003372416,0.008267287,28,K28,16,-0.159812849,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
783,0.000704018,0.27167273,77,K77,64,-0.159245005,4|6|7,"[-1,-1,-1,-1,2,-1,2,2,-1]"
784,0.002830186,0.91092473,25,K25,192,0.333039359,0|6|7,"[2,-1,-1,-1,-1,-1,2,2,-1]"
785,0.001331163,0.16343693,49,K49,8,0.094900782,2|3|4,"[-1,-1,2,2,2,-1,-1,-1,-1]"
786,-0.000258469,0.5571615,74,K74,256,-0.146279546,4|5|6,"[-1,-1,-1,-1,2,2,2,-1,-1]"
787,0.003161932,0.981115,83,K83,96,0.155210849,6|7|8,"[-1,-1,-1,-1,-1,-1,2,2,2]"
788,0.000332419,0.37804633,41,K41,48,-0.089996604,1|4|7,"[-1,2,-1,-1,2,-1,-1,2,-1]"
789,-0.000173172,0.6685035,2,K02,1,-0.152183459,0|1|4,"[2,2,-1,-1,2,-1,-1,-1,-1]"
790,0.00086128,0.27520058,10,K10,16,0.134875002,0|2|6,"[2,-1,2,-1,-1,-1,2,-1,-1]"
791,0.003588108,0.79541236,28,K28,16,-0.178985451,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
792,0.002913046,0.8946123,16,K16,64,0.228779511,0|3|7,"[2,-1,-1,2,-1,-1,-1,2,-1]"
793,0.001853814,0.20056565,57,K57,192,0.426967924,2|4|8,"[-1,-1,2,-1,2,-1,-1,-1,2]"
794,-0.000242247,0.62747,77,K77,1,-0.123227189,4|6|7,"[-1,-1,-1,-1,2,-1,2,2,-1]"
795,0.001626349,0.001182472,36,K36,8,-0.132301931,1|3|6,"[-1,2,-1,2,-1,-1,2,-1,-1]"
796,-0.000146632,0.38129383,9,K09,1,-0.141268469,0|2|5,"[2,-1,2,-1,-1,2,-1,-1,-1]"
797,0.004350246,0.8604447,81,K81,1,0.025674032,5|6|8,"[-1,-1,-1,-1,-1,2,2,-1,2]"
798,0.000371161,0.13795133,44,K44,192,-0.15922872,1|5|7,"[-1,2,-1,-1,-1,2,-1,2,-1]"
799,0.000503999,0.8191401,8,K08,256,0.055981221,0|2|4,"[2,-1,2,-1,2,-1,-1,-1,-1]"
800,0.002284196,0.7621997,70,K70,64,0.226691164,3|5|8,"[-1,-1,-1,2,-1,2,-1,-1,2]"
801,-0.000561463,0.37214893,62,K62,16,-0.235215717,2|6|8,"[-1,-1,2,-1,-1,-1,2,-1,2]"
802,0.002894584,0.92641664,37,K37,64,0.087438851,1|3|7,"[-1,2,-1,2,-1,-1,-1,2,-1]"
803,0.002495431,0.061344508,44,K44,4,0.315128731,1|5|7,"[-1,2,-1,-1,-1,2,-1,2,-1]"
804,0.000134175,0.47997835,58,K58,128,0.238957141,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
805,-0.000983439,0.6530592,11,K11,1,-0.190892047,0|2|7,"[2,-1,2,-1,-1,-1,-1,2,-1]"
806,-7.12E-05,0.3633298,74,K74,96,0.342932451,4|5|6,"[-1,-1,-1,-1,2,2,2,-1,-1]"
807,-0.000752706,0.61146766,29,K29,96,-0.203210211,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
808,0.004969715,0.029185582,45,K45,256,0.279427002,1|5|8,"[-1,2,-1,-1,-1,2,-1,-1,2]"
809,0.000109686,0.4750784,22,K22,1,-0.35710305,0|5|6,"[2,-1,-1,-1,-1,2,2,-1,-1]"
810,-0.000559055,0.7003359,71,K71,192,0.181543765,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
811,0.002585086,0.16869728,67,K67,2,-0.042559781,3|4|8,"[-1,-1,-1,2,2,-1,-1,-1,2]"
812,-4.44E-05,0.5342004,43,K43,1,-0.050853,1|5|6,"[-1,2,-1,-1,-1,2,2,-1,-1]"
813,0.001717807,0.794632,29,K29,64,-0.066717538,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
814,-1.87E-05,0.42815247,19,K19,64,-0.209575925,0|4|6,"[2,-1,-1,-1,2,-1,2,-1,-1]"
815,-0.000362439,0.59655213,57,K57,48,0.139529621,2|4|8,"[-1,-1,2,-1,2,-1,-1,-1,2]"
816,6.36E-06,0.1901912,79,K79,256,0.066411826,4|7|8,"[-1,-1,-1,-1,2,-1,-1,2,2]"
817,0.000178968,0.35957882,64,K64,48,0.228350014,3|4|5,"[-1,-1,-1,2,2,2,-1,-1,-1]"
818,0.001221779,0.6960328,16,K16,256,-0.176973868,0|3|7,"[2,-1,-1,2,-1,-1,-1,2,-1]"
819,0.00045113,0.2253831,78,K78,256,0.204836996,4|6|8,"[-1,-1,-1,-1,2,-1,2,-1,2]"
820,-2.28E-05,0.53655034,44,K44,256,0.273681057,1|5|7,"[-1,2,-1,-1,-1,2,-1,2,-1]"
821,0.001633678,0.9763144,27,K27,4,-0.193450774,0|7|8,"[2,-1,-1,-1,-1,-1,-1,2,2]"
822,-0.000142408,0.26377603,54,K54,64,0.332005407,2|4|5,"[-1,-1,2,-1,2,2,-1,-1,-1]"
823,0.001683948,0.7998161,32,K32,1,0.403535536,1|2|7,"[-1,2,2,-1,-1,-1,-1,2,-1]"
824,0.00015056,0.3317782,11,K11,2,-0.263468846,0|2|7,"[2,-1,2,-1,-1,-1,-1,2,-1]"
825,2.55E-05,0.5086665,77,K77,192,-0.198657695,4|6|7,"[-1,-1,-1,-1,2,-1,2,2,-1]"
826,0.000299157,0.7779132,55,K55,128,0.632031395,2|4|6,"[-1,-1,2,-1,2,-1,2,-1,-1]"
827,-0.000547604,0.33650345,8,K08,1,0.117000509,0|2|4,"[2,-1,2,-1,2,-1,-1,-1,-1]"
828,-0.000432198,0.6786383,62,K62,64,0.000361977,2|6|8,"[-1,-1,2,-1,-1,-1,2,-1,2]"
829,0.002147516,0.004262051,24,K24,48,-0.193575205,0|5|8,"[2,-1,-1,-1,-1,2,-1,-1,2]"
830,-0.000565635,0.25144413,11,K11,48,0.19669792,0|2|7,"[2,-1,2,-1,-1,-1,-1,2,-1]"
831,0.002406342,0.8275623,75,K75,64,-0.074924184,4|5|7,"[-1,-1,-1,-1,2,2,-1,2,-1]"
832,-0.000240709,0.22716416,45,K45,128,0.131704794,1|5|8,"[-1,2,-1,-1,-1,2,-1,-1,2]"
833,-0.000544163,0.5878699,21,K21,192,0.085388959,0|4|8,"[2,-1,-1,-1,2,-1,-1,-1,2]"
834,0.001961854,0.7371628,82,K82,96,0.150499018,5|7|8,"[-1,-1,-1,-1,-1,2,-1,2,2]"
835,0.001563591,0.16847286,33,K33,192,0.196803859,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
836,0.000199888,0.6127134,31,K31,32,-0.034289283,1|2|6,"[-1,2,2,-1,-1,-1,2,-1,-1]"
837,4.17E-05,0.40139604,4,K04,4,0.147526489,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
838,0.000206422,0.45744872,13,K13,1,0.180089677,0|3|4,"[2,-1,-1,2,2,-1,-1,-1,-1]"
839,0.004319289,0.90684724,64,K64,4,-0.029559545,3|4|5,"[-1,-1,-1,2,2,2,-1,-1,-1]"
840,0.007901438,0.18164074,9,K09,96,-0.143731926,0|2|5,"[2,-1,2,-1,-1,2,-1,-1,-1]"
841,0.001294428,0.6414856,24,K24,48,0.097876391,0|5|8,"[2,-1,-1,-1,-1,2,-1,-1,2]"
842,0.00204568,0.9856678,19,K19,128,0.416035383,0|4|6,"[2,-1,-1,-1,2,-1,2,-1,-1]"
843,0.000211952,0.45985794,35,K35,64,-0.014330311,1|3|5,"[-1,2,-1,2,-1,2,-1,-1,-1]"
844,0.003365061,0.7984689,4,K04,96,-0.084135174,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
845,0.006766218,0.11020099,6,K06,32,0.105921375,0|1|8,"[2,2,-1,-1,-1,-1,-1,-1,2]"
846,1.16E-05,0.5254831,33,K33,64,-0.082445154,1|2|8,"[-1,2,2,-1,-1,-1,-1,-1,2]"
847,0.006703698,0.95003515,3,K03,32,0.050283279,0|1|5,"[2,2,-1,-1,-1,2,-1,-1,-1]"
848,0.000588412,0.31415012,0,K00,16,0.02194912,0|1|2,"[2,2,2,-1,-1,-1,-1,-1,-1]"
849,0.001166405,0.6892004,14,K14,32,-0.109048816,0|3|5,"[2,-1,-1,2,-1,2,-1,-1,-1]"
850,0.000549623,0.32453817,59,K59,192,0.114101534,2|5|7,"[-1,-1,2,-1,-1,2,-1,2,-1]"
851,0.001135234,0.3935903,30,K30,48,-0.181835288,1|2|5,"[-1,2,2,-1,-1,2,-1,-1,-1]"
852,0.006145303,0.8309081,23,K23,128,-0.155467532,0|5|7,"[2,-1,-1,-1,-1,2,-1,2,-1]"
853,0.000333426,0.3057115,20,K20,2,-0.386772327,0|4|7,"[2,-1,-1,-1,2,-1,-1,2,-1]"
854,2.18E-05,0.51668835,12,K12,64,-0.171579003,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
855,0.000752183,0.99994147,28,K28,96,0.070446545,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
856,0.0002388,0.4588024,10,K10,16,0.300241626,0|2|6,"[2,-1,2,-1,-1,-1,2,-1,-1]"
857,0.004686349,0.8388443,20,K20,192,0.751623629,0|4|7,"[2,-1,-1,-1,2,-1,-1,2,-1]"
858,0.000337713,0.25630072,71,K71,256,-0.016767849,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
859,9.69E-06,0.48965296,79,K79,48,-0.098058199,4|7|8,"[-1,-1,-1,-1,2,-1,-1,2,2]"
860,0.002869691,0.91761595,53,K53,128,0.485328645,2|3|8,"[-1,-1,2,2,-1,-1,-1,-1,2]"
861,-0.000557707,0.17369173,20,K20,48,-0.34397213,0|4|7,"[2,-1,-1,-1,2,-1,-1,2,-1]"
862,0.000591473,0.6063307,7,K07,2,0.221956695,0|2|3,"[2,-1,2,2,-1,-1,-1,-1,-1]"
863,0.002599316,0.06610035,52,K52,8,0.078275048,2|3|7,"[-1,-1,2,2,-1,-1,-1,2,-1]"
864,7.85E-05,0.47027478,79,K79,128,0.400322929,4|7|8,"[-1,-1,-1,-1,2,-1,-1,2,2]"
865,0.002574896,0.75303125,43,K43,1,-0.045279992,1|5|6,"[-1,2,-1,-1,-1,2,2,-1,-1]"
866,0.002602237,0.24388102,76,K76,8,0.044312543,4|5|8,"[-1,-1,-1,-1,2,2,-1,-1,2]"
867,2.81E-05,0.5524079,58,K58,192,-0.413718853,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
868,0.003573943,0.74690306,11,K11,8,-0.15476808,0|2|7,"[2,-1,2,-1,-1,-1,-1,2,-1]"
869,0.001149864,0.36267284,72,K72,128,-0.017587702,3|6|8,"[-1,-1,-1,2,-1,-1,2,-1,2]"
870,0.000715815,0.7148164,18,K18,4,-0.146949896,0|4|5,"[2,-1,-1,-1,2,2,-1,-1,-1]"
871,4.16E-05,0.008224441,65,K65,4,-0.185726124,3|4|6,"[-1,-1,-1,2,2,-1,2,-1,-1]"
872,0.000137953,0.4717115,21,K21,64,0.241808613,0|4|8,"[2,-1,-1,-1,2,-1,-1,-1,2]"
873,0.003159449,0.8763353,24,K24,1,-0.374218409,0|5|8,"[2,-1,-1,-1,-1,2,-1,-1,2]"
874,0.001771407,0.33148184,18,K18,128,-0.426413061,0|4|5,"[2,-1,-1,-1,2,2,-1,-1,-1]"
875,-0.000145713,0.6521821,37,K37,8,-0.384637554,1|3|7,"[-1,2,-1,2,-1,-1,-1,2,-1]"
876,0.005438833,0.94925284,17,K17,16,-0.208661068,0|3|8,"[2,-1,-1,2,-1,-1,-1,-1,2]"
877,0.000545922,0.33924472,26,K26,256,-0.266183562,0|6|8,"[2,-1,-1,-1,-1,-1,2,-1,2]"
878,0.002943421,0.77896297,77,K77,64,-0.114127484,4|6|7,"[-1,-1,-1,-1,2,-1,2,2,-1]"
879,0.003212685,0.08996708,65,K65,2,-0.213744026,3|4|6,"[-1,-1,-1,2,2,-1,2,-1,-1]"
880,4.68E-05,0.50311697,26,K26,1,0.381277708,0|6|8,"[2,-1,-1,-1,-1,-1,2,-1,2]"
881,0.000746166,0.68886125,21,K21,32,-0.215504924,0|4|8,"[2,-1,-1,-1,2,-1,-1,-1,2]"
882,0.000645579,0.3741075,70,K70,4,-0.082428206,3|5|8,"[-1,-1,-1,2,-1,2,-1,-1,2]"
883,0.000444755,0.71559995,39,K39,96,0.097510435,1|4|5,"[-1,2,-1,-1,2,2,-1,-1,-1]"
884,-0.001605053,4.82E-08,71,K71,96,0.525074095,3|6|7,"[-1,-1,-1,2,-1,-1,2,2,-1]"
885,8.38E-05,0.4564739,63,K63,256,-0.075023841,2|7|8,"[-1,-1,2,-1,-1,-1,-1,2,2]"
886,0.001802498,0.7696076,48,K48,64,-0.165930818,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
887,0.000866245,0.34598488,36,K36,16,0.209581859,1|3|6,"[-1,2,-1,2,-1,-1,2,-1,-1]"
888,-0.000148651,0.5671197,23,K23,128,-0.131073535,0|5|7,"[2,-1,-1,-1,-1,2,-1,2,-1]"
889,0.005925934,0.9539003,58,K58,8,-0.410772424,2|5|6,"[-1,-1,2,-1,-1,2,2,-1,-1]"
890,0.000436185,0.4087027,14,K14,32,-0.406133306,0|3|5,"[2,-1,-1,2,-1,2,-1,-1,-1]"
891,0.000925499,0.63069546,51,K51,16,-0.138154418,2|3|6,"[-1,-1,2,2,-1,-1,2,-1,-1]"
892,0.000334262,0.30760333,47,K47,96,-0.364544719,1|6|8,"[-1,2,-1,-1,-1,-1,2,-1,2]"
893,3.80E-06,0.4712626,24,K24,128,0.235044226,0|5|8,"[2,-1,-1,-1,-1,2,-1,-1,2]"
894,0.002188239,0.7271573,54,K54,8,0.078444423,2|4|5,"[-1,-1,2,-1,2,2,-1,-1,-1]"
895,0.000515219,0.24840891,31,K31,1,0.385044097,1|2|6,"[-1,2,2,-1,-1,-1,2,-1,-1]"
896,2.54E-07,0.5490172,2,K02,32,0.034011302,0|1|4,"[2,2,-1,-1,2,-1,-1,-1,-1]"
897,-0.000757109,0.002524118,48,K48,96,-0.100441034,1|7|8,"[-1,2,-1,-1,-1,-1,-1,2,2]"
898,-0.00018529,0.3824983,29,K29,4,0.150757265,1|2|4,"[-1,2,2,-1,2,-1,-1,-1,-1]"
899,0.003638946,0.8453177,39,K39,16,0.144177059,1|4|5,"[-1,2,-1,-1,2,2,-1,-1,-1]"
900,0.000941451,0.3025893,55,K55,192,-0.236109448,2|4|6,"[-1,-1,2,-1,2,-1,2,-1,-1]"
901,0.000414441,0.60266197,60,K60,2,0.400113789,2|5|8,"[-1,-1,2,-1,-1,2,-1,-1,2]"
902,0.002472892,0.8918866,82,K82,16,0.036573288,5|7|8,"[-1,-1,-1,-1,-1,2,-1,2,2]"
903,0.001798226,0.278767,57,K57,64,0.189930114,2|4|8,"[-1,-1,2,-1,2,-1,-1,-1,2]"
904,0.000969341,0.63276947,53,K53,32,-0.140179856,2|3|8,"[-1,-1,2,2,-1,-1,-1,-1,2]"
905,-0.001023299,0.000730948,11,K11,256,0.241969979,0|2|7,"[2,-1,2,-1,-1,-1,-1,2,-1]"
906,-8.89E-05,0.47170597,75,K75,16,0.540541426,4|5|7,"[-1,-1,-1,-1,2,2,-1,2,-1]"
907,0.001602394,0.7450067,12,K12,16,-0.045369167,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
908,0.003521606,0.022221893,35,K35,64,-0.243301549,1|3|5,"[-1,2,-1,2,-1,2,-1,-1,-1]"
909,1.81E-05,0.6052386,7,K07,8,0.033676787,0|2|3,"[2,-1,2,2,-1,-1,-1,-1,-1]"
910,-0.000512042,0.6548043,43,K43,2,0.033860063,1|5|6,"[-1,2,-1,-1,-1,2,2,-1,-1]"
911,-0.000386815,0.4365989,26,K26,64,0.160250856,0|6|8,"[2,-1,-1,-1,-1,-1,2,-1,2]"
912,0.000155772,0.59404904,12,K12,32,-0.383100672,0|2|8,"[2,-1,2,-1,-1,-1,-1,-1,2]"
913,0.001994707,0.12001356,1,K01,256,0.249905215,0|1|3,"[2,2,-1,2,-1,-1,-1,-1,-1]"
914,6.35E-05,0.49968374,60,K60,16,0.069746633,2|5|8,"[-1,-1,2,-1,-1,2,-1,-1,2]"
915,0.006383903,0.862352,42,K42,64,-0.070421476,1|4|8,"[-1,2,-1,-1,2,-1,-1,-1,2]"
916,-0.000501038,0.3792005,14,K14,16,-0.29653449,0|3|5,"[2,-1,-1,2,-1,2,-1,-1,-1]"
917,0.001089146,0.6846254,28,K28,2,0.051334292,1|2|3,"[-1,2,2,2,-1,-1,-1,-1,-1]"
918,0.00023272,0.003151071,50,K50,2,0.263495181,2|3|5,"[-1,-1,2,2,-1,2,-1,-1,-1]"
919,-0.000578176,0.38313434,8,K08,8,0.114840891,0|2|4,"[2,-1,2,-1,2,-1,-1,-1,-1]"
920,0.000925056,0.64946026,4,K04,2,0.113519923,0|1|6,"[2,2,-1,-1,-1,-1,2,-1,-1]"
921,0.003053568,0.2143647,70,K70,4,0.012734076,3|5|8,"[-1,-1,-1,2,-1,2,-1,-1,2]"
922,-8.47E-05,0.5847114,13,K13,256,0.069228394,0|3|4,"[2,-1,-1,2,2,-1,-1,-1,-1]"
923,0.000223334,0.6142293,5,K05,48,-0.333824092,0|1|7,"[2,2,-1,-1,-1,-1,-1,2,-1]"
